Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score
INT8885,6.35,4.15,89.3,71.21
INT8886,4.66,3.67,50.69,63.55
INT8887,5.23,3.2,66.9,65.9
INT8888,4.87,1.94,63.74,71.36
INT8889,2.93,4.0,94.4,94.67
INT8890,1.34,1.0,9.67,57.52
INT8891,2.87,2.02,71.98,64.52
INT8892,6.37,3.65,50.05,62.13
INT8893,,4.59,54.17,53.51
INT8894,3.62,,70.8,64.62
INT8895,1.44,3.0,3.44,79.35
INT8896,1.7,3.47,77.45,85.32
INT8897,2.86,3.38,,71.05
INT8898,4.19,4.11,82.32,73.35
INT8899,1.38,1.0,32.1,61.27
INT8900,6.39,2.71,84.7,56.1
INT8901,,2.22,11.33,60.03
INT8902,6.48,3.76,77.44,55.49
INT8903,5.97,4.0,70.05,76.0
INT8904,5.34,2.72,65.16,59.77
INT8905,4.65,1.0,75.79,46.27
INT8906,4.52,4.36,0.55,65.08
INT8907,5.26,2.28,98.27,84.27
INT8908,4.79,3.92,91.65,80.16
INT8909,3.99,3.85,85.86,66.38
INT8910,6.69,3.6,73.95,40.94
INT8911,4.97,2.66,69.61,59.46
INT8912,5.19,4.85,51.63,53.94
INT8913,6.26,5.0,67.95,73.3
INT8914,2.13,3.38,92.42,89.67
INT8915,1.96,1.78,69.2,81.12
INT8916,3.57,4.57,73.08,68.91
INT8917,4.37,1.0,27.5,57.77
INT8918,5.8,3.25,63.71,65.48
INT8919,3.38,4.58,53.09,60.83
INT8920,4.9,2.98,80.69,83.59
INT8921,4.46,3.63,72.4,62.56
INT8922,1.36,2.87,6.94,64.55
INT8923,4.89,3.53,77.34,71.43
INT8924,6.46,1.0,89.94,45.76
INT8925,2.04,1.0,87.55,71.05
INT8926,4.17,2.21,88.57,65.78
INT8927,4.12,1.96,48.04,75.69
INT8928,2.16,1.0,67.69,72.05
INT8929,1.9,1.0,96.67,64.17
INT8930,7.0,4.27,52.71,46.91
INT8931,2.97,3.45,57.63,66.45
INT8932,2.8,3.69,70.98,95.26
INT8933,2.08,3.8,3.14,74.91
INT8934,5.16,4.64,50.41,64.21
INT8935,4.19,1.68,85.97,60.9
INT8936,5.32,2.04,77.94,76.95
INT8937,1.59,3.68,0.44,88.34
INT8938,,5.0,71.17,68.16
INT8939,3.78,2.74,75.97,50.28
INT8940,3.31,2.59,58.09,68.29
INT8941,3.49,,,72.79
INT8942,3.77,1.8,37.25,51.73
INT8943,6.42,1.64,85.48,52.35
INT8944,6.1,5.0,,77.96
INT8945,2.56,1.0,74.01,73.95
INT8946,6.09,3.94,78.58,73.48
INT8947,5.77,1.03,77.96,37.81
INT8948,6.78,1.87,65.35,60.76
INT8949,2.18,4.92,54.87,70.15
INT8950,4.8,2.0,94.84,68.98
INT8951,3.0,5.0,80.0,90.42
INT8952,6.07,1.8,84.89,50.5
INT8953,1.45,5.0,7.6,100.0
INT8954,4.7,,87.82,73.13
INT8955,2.76,1.0,79.22,67.73
INT8956,3.24,3.61,26.39,84.04
INT8957,5.32,3.52,1.17,64.45
INT8958,5.75,2.26,65.28,70.35
INT8959,5.14,1.56,56.89,55.35
INT8960,5.64,4.2,54.4,68.21
INT8961,2.61,2.55,86.02,83.05
INT8962,4.39,1.0,85.2,55.57
INT8963,3.99,1.6,85.01,75.91
INT8964,1.3,1.0,8.53,74.96
INT8965,,4.25,67.45,60.71
INT8966,5.12,1.0,78.06,54.84
INT8967,4.75,1.0,80.97,48.44
INT8968,5.41,3.45,98.97,52.56
INT8969,4.53,2.95,65.62,59.11
INT8970,1.75,3.73,97.82,90.16
INT8971,1.51,3.81,57.44,72.48
INT8972,4.6,1.79,88.2,56.61
INT8973,2.16,5.0,81.64,86.65
INT8974,1.67,5.0,64.2,97.51
INT8975,3.28,2.23,51.43,59.31
INT8976,4.31,3.52,22.32,71.46
INT8977,2.68,3.38,53.48,70.91
INT8978,4.84,1.85,57.56,73.39
INT8979,4.84,1.91,41.13,59.91
INT8980,2.92,1.8,95.31,63.58
INT8981,5.46,3.46,73.38,74.08
INT8982,4.6,5.0,16.83,72.7
INT8983,5.27,1.29,28.0,39.41
INT8984,3.82,3.3,,51.38
INT8985,1.46,3.45,9.73,91.52
INT8986,5.42,3.41,90.78,77.19
INT8987,2.93,4.0,99.9,88.1
INT8988,6.63,1.0,70.61,36.56
INT8989,6.4,2.52,,52.24
INT8990,,1.0,31.72,42.84
INT8991,2.14,,79.39,69.12
INT8992,2.18,1.86,98.1,66.23
INT8993,3.01,4.0,55.18,84.71
INT8994,4.16,3.91,56.08,63.35
INT8995,3.2,3.4,85.09,95.1
INT8996,3.67,2.84,83.36,48.99
INT8997,1.8,3.51,62.53,67.04
INT8998,6.67,1.84,90.66,50.8
INT8999,,2.35,9.92,67.86
INT9000,6.65,5.0,96.29,76.11
INT9001,6.86,4.15,60.05,42.45
INT9002,4.08,1.0,54.07,44.98
INT9003,5.57,1.0,66.98,45.24
INT9004,3.41,1.12,59.39,43.86
INT9005,,2.04,76.35,69.45
INT9006,3.0,,56.67,71.79
INT9007,3.11,2.9,74.55,78.35
INT9008,4.23,2.73,83.03,78.49
INT9009,4.18,1.8,68.25,55.15
INT9010,4.39,1.37,51.4,43.54
INT9011,,2.02,98.7,90.46
INT9012,3.11,2.89,90.97,85.58
INT9013,1.55,1.51,53.67,65.96
INT9014,1.0,1.0,72.46,61.27
INT9015,2.2,1.0,81.75,53.43
INT9016,1.41,3.75,59.53,66.57
INT9017,1.46,1.0,,62.09
INT9018,5.82,1.0,54.39,52.11
INT9019,1.19,4.28,2.67,76.16
INT9020,4.59,1.0,57.06,44.5
INT9021,2.32,3.02,87.95,60.46
INT9022,6.58,4.39,66.13,73.47
INT9023,3.57,1.34,62.2,71.98
INT9024,3.0,3.74,,98.64
INT9025,4.03,1.38,86.8,59.68
INT9026,3.76,3.51,63.82,75.84
INT9027,3.96,1.8,93.63,60.77
INT9028,2.02,1.47,51.24,84.52
INT9029,6.97,1.32,30.28,40.41
INT9030,3.06,1.81,71.37,46.67
INT9031,2.85,5.0,63.04,89.92
INT9032,5.17,3.02,40.13,58.92
INT9033,2.99,3.71,73.44,86.46
INT9034,5.86,3.94,82.68,57.44
INT9035,4.15,3.91,,61.94
INT9036,5.18,2.4,80.42,57.63
INT9037,1.56,2.82,9.6,89.45
INT9038,6.34,4.86,6.91,51.0
INT9039,5.7,2.7,70.51,78.67
INT9040,1.85,1.9,76.6,60.31
INT9041,2.07,5.0,55.15,90.39
INT9042,2.88,3.12,82.7,73.07
INT9043,6.49,2.52,71.33,40.09
INT9044,2.3,2.04,98.72,84.27
INT9045,3.29,3.82,55.39,67.36
INT9046,1.04,1.0,0.0,64.37
INT9047,3.14,1.8,,55.64
INT9048,4.31,1.63,61.43,52.83
INT9049,6.8,2.44,7.53,54.46
INT9050,4.33,2.07,,57.44
INT9051,6.02,2.39,58.87,38.71
INT9052,4.46,1.0,64.67,41.6
INT9053,1.61,4.0,3.94,100.0
INT9054,3.26,5.0,93.79,98.67
INT9055,4.81,1.93,89.92,64.03
INT9056,6.35,5.0,24.31,72.9
INT9057,5.9,4.49,78.27,68.49
INT9058,2.37,2.08,12.87,51.81
INT9059,2.18,1.0,45.27,53.98
INT9060,1.84,4.0,90.3,99.36
INT9061,6.32,2.52,,55.78
INT9062,6.6,2.37,57.5,65.43
INT9063,5.5,4.0,,70.17
INT9064,3.28,2.59,29.75,64.96
INT9065,3.54,2.79,69.66,45.83
INT9066,4.01,3.35,,59.18
INT9067,2.43,1.07,67.48,58.34
INT9068,3.63,1.0,96.85,66.39
INT9069,1.65,2.44,6.77,76.51
INT9070,2.07,3.07,92.14,64.01
INT9071,6.55,2.47,1.4,45.94
INT9072,5.97,,83.06,56.0
INT9073,3.45,3.16,74.84,60.14
INT9074,4.32,4.47,50.11,59.21
INT9075,2.93,1.72,80.67,71.22
INT9076,5.64,1.58,67.8,59.37
INT9077,5.22,2.75,55.89,70.15
INT9078,5.21,2.23,72.23,43.37
INT9079,5.27,1.0,86.78,46.01
INT9080,1.74,5.0,98.08,100.0
INT9081,2.99,2.03,,67.37
INT9082,3.84,2.07,45.28,77.28
INT9083,3.1,1.0,,63.04
INT9084,5.13,,66.7,66.73
INT9085,2.66,3.7,57.11,88.02
INT9086,,2.54,64.09,78.26
INT9087,3.55,1.22,94.96,62.96
INT9088,6.41,4.0,57.97,63.07
INT9089,2.4,2.17,66.46,86.2
INT9090,4.95,3.8,47.31,77.9
INT9091,3.17,1.0,92.36,59.65
INT9092,1.34,4.0,96.89,94.61
INT9093,3.76,2.35,42.93,55.69
INT9094,5.62,1.0,72.33,56.35
INT9095,3.77,4.11,58.07,63.62
INT9096,6.05,1.0,57.84,43.53
INT9097,3.13,3.45,63.59,91.59
INT9098,1.35,4.23,75.48,80.29
INT9099,6.65,1.0,0.0,36.67
INT9100,2.8,2.62,1.54,74.21
INT9101,4.94,5.0,89.16,85.25
INT9102,6.07,3.24,91.35,53.79
INT9103,3.08,4.19,93.2,82.57
INT9104,4.86,1.0,,51.42
INT9105,1.38,3.64,93.35,82.44
INT9106,2.79,1.95,75.5,68.3
INT9107,1.66,2.22,80.35,74.24
INT9108,5.99,1.92,87.94,39.9
INT9109,,,71.27,93.43
INT9110,5.64,2.5,53.68,63.85
INT9111,6.44,2.8,67.51,53.54
INT9112,4.25,1.53,50.98,66.11
INT9113,4.52,2.16,59.62,66.15
INT9114,3.76,1.52,57.42,54.48
INT9115,3.29,1.44,64.65,64.81
INT9116,3.48,3.66,30.57,58.59
INT9117,4.85,1.1,87.17,55.44
INT9118,7.0,3.32,62.94,33.51
INT9119,6.46,3.03,,53.82
INT9120,6.04,4.0,84.96,69.95
INT9121,5.91,2.41,67.77,45.22
INT9122,3.95,1.0,50.99,40.4
INT9123,4.99,1.0,0.0,44.19
INT9124,5.91,4.72,97.26,81.15
INT9125,3.61,2.32,69.26,84.84
INT9126,7.0,4.98,96.93,59.25
INT9127,3.9,4.52,63.71,79.99
INT9128,4.66,4.38,0.0,60.22
INT9129,5.21,3.93,60.71,77.15
INT9130,7.0,1.99,54.26,41.83
INT9131,2.37,1.8,94.82,68.0
INT9132,5.64,3.35,3.45,75.83
INT9133,4.24,,97.73,68.62
INT9134,2.48,2.51,92.6,85.93
INT9135,5.25,2.02,,52.52
INT9136,3.83,,59.35,70.12
INT9137,4.9,3.7,91.31,61.28
INT9138,2.92,1.0,60.42,47.67
INT9139,4.21,5.0,69.4,78.8
INT9140,4.61,4.0,,82.38
INT9141,3.21,3.88,93.74,95.25
INT9142,2.15,2.87,83.02,88.73
INT9143,,4.53,91.95,67.22
INT9144,3.66,1.24,73.7,69.16
INT9145,5.01,,85.87,48.7
INT9146,3.29,1.56,99.0,69.19
INT9147,2.64,1.96,57.67,58.59
INT9148,3.16,4.0,61.2,93.48
INT9149,3.75,1.8,76.12,55.11
INT9150,4.0,3.69,82.16,88.91
INT9151,3.87,2.09,93.89,68.01
INT9152,4.43,1.86,32.38,75.42
INT9153,1.93,3.04,34.34,60.47
INT9154,3.54,1.0,76.36,59.85
INT9155,1.57,4.0,50.96,87.14
INT9156,1.87,1.86,74.83,71.43
INT9157,6.64,1.0,64.55,38.47
INT9158,4.2,2.59,96.4,57.73
INT9159,4.68,1.0,54.39,45.03
INT9160,3.84,1.8,72.97,56.64
INT9161,6.52,4.37,6.14,63.19
INT9162,4.77,2.62,55.71,67.53
INT9163,5.37,4.02,85.07,69.39
INT9164,2.84,,79.47,53.33
INT9165,6.66,4.0,42.34,58.21
INT9166,6.34,3.94,68.35,68.26
INT9167,5.67,2.69,54.51,29.15
INT9168,2.52,4.13,89.31,76.05
INT9169,2.34,2.08,66.19,57.81
INT9170,2.62,4.97,83.39,85.16
INT9171,2.18,5.0,67.88,83.91
INT9172,6.21,4.41,47.36,72.46
INT9173,1.17,1.0,4.76,75.92
INT9174,1.63,3.63,90.09,87.76
INT9175,2.68,,,57.22
INT9176,2.1,4.08,69.94,70.63
INT9177,2.63,3.89,,73.36
INT9178,5.32,2.01,53.79,32.47
INT9179,4.42,1.86,80.23,73.04
INT9180,1.0,2.97,9.94,84.03
INT9181,3.52,3.32,52.99,75.52
INT9182,3.74,2.89,73.47,62.12
INT9183,1.32,4.41,76.72,99.09
INT9184,5.5,3.99,25.16,77.62
INT9185,5.6,4.0,52.67,68.24
INT9186,5.24,3.91,,61.55
INT9187,4.88,4.05,73.57,70.64
INT9188,1.29,4.09,7.29,92.2
INT9189,7.0,1.0,82.06,47.95
INT9190,5.56,3.51,57.22,57.93
INT9191,6.84,1.85,81.67,69.26
INT9192,1.5,4.74,9.52,99.44
INT9193,6.57,,73.24,57.22
INT9194,6.16,1.89,90.07,51.97
INT9195,5.96,2.73,66.62,62.35
INT9196,1.62,5.0,57.35,91.54
INT9197,5.25,1.0,93.67,48.66
INT9198,6.42,1.3,60.61,38.78
INT9199,5.32,1.17,25.54,58.67
INT9200,3.92,1.48,64.02,60.06
INT9201,6.75,1.89,84.18,42.46
INT9202,4.02,1.35,90.02,70.48
INT9203,4.32,5.0,,71.68
INT9204,,1.0,67.61,47.1
INT9205,6.69,1.72,56.29,45.48
INT9206,1.21,3.05,77.05,90.18
INT9207,4.36,4.0,64.63,77.89
INT9208,4.99,4.74,1.03,84.48
INT9209,5.83,2.49,50.02,43.88
INT9210,4.23,5.0,32.72,79.41
INT9211,5.99,2.74,71.63,37.55
INT9212,6.32,3.78,97.91,69.45
INT9213,1.0,3.37,94.54,93.58
INT9214,3.38,1.0,99.7,65.19
INT9215,1.23,1.03,8.35,78.5
INT9216,2.52,3.12,52.33,49.14
INT9217,3.81,2.49,65.3,81.36
INT9218,6.45,,83.79,49.24
INT9219,6.38,3.3,56.76,57.26
INT9220,1.89,2.44,65.0,59.1
INT9221,1.16,1.8,52.81,59.09
INT9222,4.93,2.97,73.75,81.48
INT9223,4.61,3.81,60.45,73.74
INT9224,2.42,5.0,54.56,87.14
INT9225,6.52,1.0,27.36,48.18
INT9226,6.55,1.8,67.56,36.27
INT9227,3.86,4.61,76.88,66.16
INT9228,,3.78,87.45,61.14
INT9229,3.76,2.5,55.63,48.34
INT9230,5.12,3.73,89.56,71.53
INT9231,3.71,1.45,51.31,53.65
INT9232,2.02,1.0,72.16,67.92
INT9233,6.85,1.33,79.37,50.52
INT9234,3.95,1.25,97.85,75.1
INT9235,5.77,2.91,78.7,71.64
INT9236,3.4,3.73,6.1,67.76
INT9237,1.25,4.7,9.03,82.1
INT9238,1.56,1.8,69.79,61.0
INT9239,3.95,3.66,73.97,85.68
INT9240,5.05,5.0,59.85,75.46
INT9241,3.13,5.0,75.04,75.54
INT9242,5.08,1.87,57.5,38.77
INT9243,4.84,2.95,87.2,66.6
INT9244,4.83,1.52,79.7,70.54
INT9245,4.38,4.78,53.93,78.09
INT9246,6.01,5.0,94.48,78.28
INT9247,3.55,5.0,80.82,84.28
INT9248,,2.86,65.81,48.66
INT9249,1.96,3.81,25.44,86.65
INT9250,2.76,5.0,81.61,82.19
INT9251,1.0,4.0,8.14,92.0
INT9252,4.43,1.0,95.38,68.02
INT9253,2.79,2.08,14.8,57.4
INT9254,3.08,3.65,51.96,67.28
INT9255,5.22,1.0,66.2,51.65
INT9256,3.13,1.43,98.24,69.31
INT9257,2.56,2.43,51.39,79.81
INT9258,2.22,1.0,85.8,57.45
INT9259,5.62,1.4,61.07,40.64
INT9260,1.55,1.0,85.07,64.88
INT9261,,1.0,93.44,75.41
INT9262,3.91,3.99,55.04,84.9
INT9263,4.84,2.49,61.94,48.14
INT9264,4.71,3.18,51.2,42.17
INT9265,6.12,4.46,52.19,71.03
INT9266,1.25,5.0,4.59,87.06
INT9267,2.58,1.0,,60.02
INT9268,3.01,5.0,64.91,80.1
INT9269,2.26,3.42,48.04,80.91
INT9270,2.67,5.0,89.39,84.54
INT9271,2.73,1.98,40.11,73.51
INT9272,4.24,5.0,47.04,81.46
INT9273,4.54,1.98,50.58,39.25
INT9274,3.48,1.0,78.4,65.68
INT9275,5.6,1.0,56.24,47.79
INT9276,2.92,4.4,88.23,74.08
INT9277,2.41,5.0,24.06,89.45
INT9278,3.78,4.04,83.71,69.13
INT9279,1.28,2.78,2.52,70.0
INT9280,1.25,4.23,80.83,82.03
INT9281,3.47,1.67,63.35,59.19
INT9282,6.55,5.0,63.35,64.58
INT9283,5.0,3.2,6.36,75.06
INT9284,1.54,4.34,50.64,82.51
INT9285,6.04,4.65,59.08,60.05
INT9286,5.51,3.88,47.16,68.51
INT9287,4.42,3.34,90.85,75.49
INT9288,5.63,1.8,38.91,43.21
INT9289,3.73,5.0,82.67,92.07
INT9290,2.53,4.73,48.75,88.95
INT9291,4.34,2.97,53.23,71.81
INT9292,,4.79,81.09,85.62
INT9293,3.95,2.21,90.7,85.17
INT9294,4.47,5.0,99.62,84.03
INT9295,7.0,4.61,51.48,60.47
INT9296,6.8,2.4,83.0,43.93
INT9297,6.58,1.99,70.73,54.76
INT9298,5.35,3.12,50.49,56.93
INT9299,6.98,1.32,80.72,52.77
INT9300,,4.0,56.12,86.03
INT9301,2.15,3.05,68.93,82.72
INT9302,3.89,5.0,63.07,72.58
INT9303,6.12,,68.06,73.16
INT9304,3.76,2.84,74.63,60.07
INT9305,5.51,3.74,67.96,67.56
INT9306,2.22,1.21,77.64,85.38
INT9307,2.88,1.0,61.93,65.03
INT9308,5.83,1.0,81.77,46.1
INT9309,1.97,3.58,92.69,95.31
INT9310,3.02,3.18,61.2,70.33
INT9311,2.76,5.0,75.39,86.14
INT9312,3.02,2.98,46.96,75.1
INT9313,4.79,3.48,29.04,47.85
INT9314,3.43,3.15,68.28,67.72
INT9315,4.11,,82.11,59.74
INT9316,1.15,5.0,51.41,92.85
INT9317,5.35,1.0,68.5,31.73
INT9318,3.65,4.0,76.63,90.36
INT9319,4.64,3.92,51.03,73.15
INT9320,5.3,5.0,75.38,79.48
INT9321,2.71,2.71,51.7,77.59
INT9322,6.28,5.0,87.96,79.44
INT9323,4.28,2.38,55.67,54.84
INT9324,3.62,1.0,69.65,59.42
INT9325,1.68,1.0,80.31,71.09
INT9326,6.25,2.78,68.16,73.87
INT9327,5.88,2.66,62.45,39.06
INT9328,2.04,2.98,78.64,74.93
INT9329,3.21,1.0,94.09,65.69
INT9330,5.87,1.95,76.03,54.48
INT9331,4.89,1.0,83.07,49.69
INT9332,5.61,5.0,67.88,71.99
INT9333,3.22,3.16,69.41,68.68
INT9334,5.15,,3.4,76.46
INT9335,3.34,5.0,85.28,85.26
INT9336,2.0,2.88,67.96,94.49
INT9337,4.96,4.64,59.54,60.55
INT9338,6.41,1.55,68.47,53.67
INT9339,2.84,2.31,92.69,80.18
INT9340,3.98,2.74,86.91,73.85
INT9341,4.97,3.38,66.73,68.79
INT9342,4.62,,1.47,79.56
INT9343,6.19,5.0,53.74,65.59
INT9344,6.03,2.15,52.49,62.74
INT9345,1.13,2.56,56.37,58.52
INT9346,7.0,1.6,55.82,55.99
INT9347,5.62,1.0,54.39,38.19
INT9348,6.43,4.13,83.07,61.03
INT9349,5.31,4.51,80.04,73.63
INT9350,6.19,4.0,82.38,82.08
INT9351,2.03,1.0,,66.8
INT9352,3.13,1.0,87.84,59.81
INT9353,6.36,1.11,0.0,34.67
INT9354,2.16,1.0,81.12,77.67
INT9355,1.12,5.0,79.0,94.88
INT9356,5.78,4.0,0.53,80.09
INT9357,6.49,1.95,40.61,62.28
INT9358,2.27,,52.94,85.61
INT9359,6.38,3.89,82.67,51.86
INT9360,5.26,1.0,,47.65
INT9361,3.97,1.8,64.16,44.38
INT9362,5.65,4.21,48.15,77.7
INT9363,3.24,4.72,19.21,70.86
INT9364,1.67,3.59,98.0,89.06
INT9365,2.88,3.16,55.5,60.24
INT9366,4.34,2.32,53.38,56.97
INT9367,3.96,4.63,,82.12
INT9368,5.42,1.06,71.36,42.74
INT9369,5.59,2.09,0.0,67.03
INT9370,4.28,1.24,87.23,64.71
INT9371,5.63,2.76,94.94,50.89
INT9372,1.91,2.97,63.01,80.2
INT9373,1.14,1.32,81.44,75.72
INT9374,6.65,3.69,23.85,57.19
INT9375,1.28,5.0,69.33,85.67
INT9376,2.77,2.94,64.65,74.92
INT9377,5.3,4.91,61.43,67.7
INT9378,3.3,2.32,82.24,76.74
INT9379,6.58,1.15,56.51,40.98
INT9380,2.89,3.74,55.66,86.47
INT9381,1.0,2.36,0.0,86.75
INT9382,2.37,1.0,85.54,60.2
INT9383,4.72,2.61,96.77,88.79
INT9384,3.21,2.98,0.0,84.38
INT9385,4.12,4.27,77.58,85.25
INT9386,5.91,2.53,49.42,71.29
INT9387,6.13,,66.77,47.9
INT9388,2.9,1.03,85.78,79.77
INT9389,,2.46,49.44,68.09
INT9390,,2.6,64.39,70.18
INT9391,6.49,5.0,39.29,63.23
INT9392,7.0,5.0,65.51,61.78
INT9393,2.53,2.31,65.8,55.33
INT9394,5.66,5.0,90.3,74.09
INT9395,2.77,2.98,54.95,86.22
INT9396,1.0,4.18,0.2,83.3
INT9397,1.43,3.94,5.24,89.67
INT9398,3.6,,53.66,75.27
INT9399,4.16,1.0,,62.59
INT9400,1.3,2.29,5.05,77.87
INT9401,4.77,3.7,53.26,65.52
INT9402,3.03,4.6,75.49,74.89
INT9403,3.97,1.28,97.96,73.99
INT9404,3.04,4.65,78.45,93.51
INT9405,2.49,2.11,76.58,88.87
INT9406,3.9,2.89,6.64,56.63
INT9407,2.69,1.8,,56.72
INT9408,4.24,1.97,99.86,61.91
INT9409,2.36,3.83,63.71,72.1
INT9410,4.28,3.97,33.86,61.33
INT9411,1.45,3.07,8.04,68.27
INT9412,4.63,1.0,67.46,45.89
INT9413,5.62,2.04,53.57,54.97
INT9414,1.17,2.27,62.89,75.51
INT9415,4.22,2.94,53.5,68.88
INT9416,1.42,1.0,78.61,77.99
INT9417,4.35,2.94,3.95,50.23
INT9418,2.48,2.62,90.74,90.52
INT9419,4.52,1.54,50.16,41.86
INT9420,4.53,3.53,0.0,70.38
INT9421,6.17,3.7,82.97,70.38
INT9422,4.57,1.15,95.4,68.89
INT9423,,4.0,29.28,79.71
INT9424,3.5,2.3,46.18,53.81
INT9425,6.97,2.78,76.9,54.45
INT9426,5.38,3.63,93.71,59.91
INT9427,2.74,1.0,20.21,42.98
INT9428,5.89,3.57,71.22,56.16
INT9429,3.18,2.28,59.12,55.84
INT9430,5.58,3.48,51.08,52.53
INT9431,5.58,2.75,25.38,70.88
INT9432,2.24,2.14,98.82,62.53
INT9433,4.82,3.11,60.74,49.63
INT9434,2.81,1.0,62.68,76.01
INT9435,2.87,1.82,60.26,65.57
INT9436,3.18,4.9,75.66,86.11
INT9437,5.48,2.57,82.73,65.41
INT9438,2.87,1.0,55.66,51.07
INT9439,1.0,1.84,5.25,92.81
INT9440,5.49,4.34,65.93,75.39
INT9441,1.56,3.86,69.16,79.17
INT9442,1.86,2.32,72.01,82.73
INT9443,2.32,1.0,71.14,63.31
INT9444,3.39,1.68,83.21,61.85
INT9445,3.67,1.8,88.42,60.34
INT9446,1.0,1.72,9.74,79.02
INT9447,7.0,5.0,8.11,80.52
INT9448,5.7,4.69,96.92,64.85
INT9449,2.62,3.37,,54.04
INT9450,,1.0,15.43,58.11
INT9451,3.33,2.34,71.25,59.16
INT9452,5.0,2.49,79.53,74.25
INT9453,2.34,2.56,37.34,72.57
INT9454,1.78,4.17,62.97,70.4
INT9455,6.1,1.26,83.92,58.76
INT9456,,1.8,80.09,63.67
INT9457,3.17,2.92,,45.52
INT9458,6.48,2.7,94.23,40.76
INT9459,5.14,2.81,84.0,55.32
INT9460,3.52,2.97,68.13,57.23
INT9461,4.79,2.15,84.18,58.59
INT9462,1.16,3.89,9.11,84.43
INT9463,5.36,2.87,73.41,64.12
INT9464,4.34,1.44,22.18,68.55
INT9465,5.39,5.0,16.33,64.52
INT9466,7.0,1.0,66.92,47.57
INT9467,6.53,4.0,57.54,67.71
INT9468,6.59,,81.68,56.29
INT9469,3.93,3.4,83.7,60.88
INT9470,3.51,2.42,26.06,65.41
INT9471,3.85,1.19,4.44,42.27
INT9472,5.3,2.9,89.64,86.05
INT9473,6.45,1.8,,33.5
INT9474,2.1,2.16,67.2,68.28
INT9475,6.09,2.08,74.73,44.0
INT9476,6.2,1.1,90.93,45.4
INT9477,,3.21,91.93,39.7
INT9478,6.63,1.0,65.17,36.68
INT9479,2.79,,62.36,63.59
INT9480,1.49,4.27,86.01,100.0
INT9481,1.76,2.16,28.08,71.72
INT9482,,3.09,60.73,54.06
INT9483,4.9,5.0,77.36,66.12
INT9484,6.15,2.99,83.94,76.38
INT9485,6.06,2.73,52.65,34.67
INT9486,5.18,1.92,53.0,53.16
INT9487,1.0,3.89,1.62,100.0
INT9488,2.48,1.52,92.97,72.93
INT9489,1.32,2.84,46.24,83.52
INT9490,2.71,1.76,71.44,61.19
INT9491,4.08,4.53,92.27,94.41
INT9492,1.08,4.73,3.69,100.0
INT9493,3.57,5.0,55.31,85.39
INT9494,1.68,1.26,65.99,70.64
INT9495,4.43,1.0,59.9,55.19
INT9496,3.34,2.77,70.93,54.49
INT9497,3.69,4.0,64.34,77.14
INT9498,3.65,3.66,66.96,86.37
INT9499,6.75,4.28,75.78,45.96
INT9500,2.14,2.63,58.45,81.53
INT9501,3.69,1.46,90.31,53.38
INT9502,5.15,4.34,57.28,53.79
INT9503,4.02,5.0,74.05,71.86
INT9504,6.82,3.34,63.45,54.52
INT9505,3.55,1.43,51.69,64.97
INT9506,4.06,1.0,68.05,50.04
INT9507,2.0,5.0,43.93,93.27
INT9508,5.03,4.36,64.8,87.9
INT9509,2.73,4.0,99.52,96.16
INT9510,1.87,1.88,81.56,83.97
INT9511,4.69,2.2,89.67,67.84
INT9512,4.3,3.68,50.72,46.54
INT9513,1.25,3.0,94.02,100.0
INT9514,5.25,1.36,97.7,71.9
INT9515,,3.52,78.76,74.65
INT9516,2.48,5.0,87.69,84.87
INT9517,3.6,4.18,75.64,81.06
INT9518,5.77,1.8,37.23,41.98
INT9519,4.66,1.0,17.71,65.04
INT9520,3.1,5.0,79.84,82.92
INT9521,3.33,2.58,78.97,93.02
INT9522,5.04,4.54,82.96,75.87
INT9523,,2.45,92.8,60.33
INT9524,5.2,1.45,86.6,62.47
INT9525,1.26,5.0,36.74,89.96
INT9526,3.93,3.76,73.34,73.05
INT9527,6.75,1.43,99.01,71.52
INT9528,1.57,2.97,41.75,72.73
INT9529,6.84,3.7,96.91,72.54
INT9530,7.0,3.01,90.67,58.0
INT9531,1.94,3.96,83.3,97.76
INT9532,6.16,1.0,67.47,40.9
INT9533,3.6,1.0,8.47,67.29
INT9534,5.65,5.0,82.17,70.48
INT9535,3.35,1.0,7.76,50.06
INT9536,3.91,2.05,42.16,72.55
INT9537,5.09,4.53,88.02,66.82
INT9538,5.88,3.8,65.61,67.77
INT9539,1.0,2.93,0.0,77.46
INT9540,4.19,1.8,74.73,48.43
INT9541,2.56,,66.16,87.14
INT9542,2.66,3.09,70.65,69.05
INT9543,2.67,1.8,94.77,65.83
INT9544,4.15,1.0,67.98,52.18
INT9545,3.14,5.0,30.53,87.98
INT9546,1.49,2.58,,64.38
INT9547,1.54,3.24,4.98,81.76
INT9548,1.58,1.68,0.0,74.11
INT9549,4.31,5.0,21.99,74.7
INT9550,,3.82,59.03,70.66
INT9551,1.74,3.19,61.28,83.47
INT9552,,1.84,79.9,37.4
INT9553,5.73,3.52,56.25,67.69
INT9554,4.67,4.38,98.92,68.57
INT9555,5.08,2.73,,84.52
INT9556,6.0,2.78,91.11,62.61
INT9557,1.68,3.58,88.43,89.86
INT9558,4.39,1.08,85.68,52.19
INT9559,5.15,5.0,65.24,80.98
INT9560,4.87,1.35,55.02,54.6
INT9561,5.86,3.21,83.92,56.15
